ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	GLOTTOCODE	PAGE	REDUPLICATION	REDUPLICATIONNOTES	SPANISH	PORTUGUESE	SIMPLIFIED	SEMANTICFIELD	SENSORYCATEGORY	CONCEPTICON_GLOSS	CONCEPTICON_ID	SOURCE
1745	Shuar	None	shaka	shaka	ʃ a k a		shua1257	375	y		ruido de un chaparrón, del aguacero		heavy rainfall	The physical world	AUDITORY			Pellizaro2005
1746	Shuar	None	shakat	shakat	ʃ a k a t		shua1257	375			ruido (de algo que cae)		falling	Motion	AUDITORY			Pellizaro2005
1747	Shuar	None	shau	shau	ʃ a u		shua1257	376			ruido (de meter, de rozar)		insert, cut	Motion	AUDITORY			Pellizaro2005
1748	Shuar	None	sháut	sháut	ʃ á u t		shua1257	376			ruido (de meter, de rozar)		insert, cut	Motion	AUDITORY			Pellizaro2005
1749	Shuar	None	shia shía	shia shía	ʃ i a + ʃ í a		shua1257	377			llorar del pollo, voz del loro shiápᵘ		chicken, parrot species	Animals	AUDITORY			Pellizaro2005
1750	Shuar	None	shirir	shirir	ʃ i ɾ i ɾ		shua1257	380	y		voz del grillo chúnchup’		cricket species	Animals	AUDITORY			Pellizaro2005
1751	Shuar	None	shir	shir	ʃ i ɾ		shua1257	380	y		voz del grillo tinkishap’		cricket species	Animals	AUDITORY			Pellizaro2005
1752	Shuar	None	shíshir	shíshir	ʃ í ʃ i ɾ		shua1257	380	y		voz del periquito nuínuí		parakeet species	Animals	AUDITORY			Pellizaro2005
1753	Shuar	None	shtiáa	shtiáa	ʃ t i á a	Parece interjección.	shua1257	380	y		grito (para llamar al perro lejano)		calling a dog	Animals	AUDITORY			Pellizaro2005
1754	Shuar	None	shuí	shuí	ʃ u í		shua1257	380			silbido		whistle	Basic actions and technology	AUDITORY			Pellizaro2005
1755	Shuar	None	shuírir	shuírir	ʃ u í ɾ i ɾ		shua1257	381	y		voz del ave acuática piámpia y de la golondrina shuírpip		bird species	Animals	AUDITORY			Pellizaro2005
1756	Shuar	None	shúntrua	shúntrua	ʃ ú n̪ ɾ u a		shua1257	381	y		voz de la perdiz waa		bird species	Animals	AUDITORY			Pellizaro2005
1757	Shuar	None	shupa	shupa	ʃ u p a		shua1257	381	y		derrame		spill	The physical world	AUDITORY			Pellizaro2005
1758	Shuar	None	shupíkia	shupíkia	ʃ u p í k i a		shua1257	381			ruido de engullir		swallowing	Food and drink, The body	AUDITORY			Pellizaro2005
1759	Shuar	None	shurá	shurá	ʃ u ɾ á		shua1257	381			voz del tapir y del caballo		tapir, horse	Animals	AUDITORY			Pellizaro2005
1760	Shuar	None	shurá	shurá	ʃ u ɾ á		shua1257	381	y		voz del mono tsere (jáanchᵘ)		monkey species	Animals	AUDITORY			Pellizaro2005
1761	Shuar	None	shúu	shúu	ʃ ú u		shua1257	382	y		voz de la perdiz wankesh		bird species	Animals	AUDITORY			Pellizaro2005
1762	Shuar	None	chaa	chaa	tʃ a a		shua1257	383			sonido de asentar		settling	Motion	VISUAL, AUDITORY			Pellizaro2005
1763	Shuar	None	chaa	chaa	tʃ a a		shua1257	383	y		gritos del mono washi		monkey species	Animals	AUDITORY			Pellizaro2005
1764	Shuar	None	cháak	cháak	tʃ á a k		shua1257	383	y		voz de la lora pushúkawá		parrot species	Animals	AUDITORY			Pellizaro2005
1765	Shuar	None	chaat	chaat	tʃ a a t		shua1257	383	y		voz de los pollitos al traerles la comida		chicks	Animals	AUDITORY			Pellizaro2005
1766	Shuar	None	chake	chake	tʃ a k ɨ		shua1257	384			ruido de algo que cae en el lodo		falling into the mud	Motion	AUDITORY			Pellizaro2005
1767	Shuar	None	cháker	cháker	tʃ á k ɨ ɾ		shua1257	384			ruido de algo que cae en el lodo		falling into the mud	Motion	AUDITORY			Pellizaro2005
1768	Shuar	None	chak	chak	tʃ a k		shua1257	384	y		golpe (de choque)		crash	Basic actions and technology	AUDITORY			Pellizaro2005
1769	Shuar	None	chan	chan	tʃ a n		shua1257	385	y		voz del ave chanke		bird species	Animals	AUDITORY			Pellizaro2005
1770	Shuar	None	chará	chará	tʃ a ɾ á		shua1257	386	y		bulla, alboroto		commotion	Speech and language	AUDITORY			Pellizaro2005
1771	Shuar	None	charátun	charátun	tʃ a ɾ á t u n		shua1257	386			bulla, alboroto		commotion	Speech and language	AUDITORY			Pellizaro2005
1772	Shuar	None	charak	charak	tʃ a ɾ a k		shua1257	386	y		voz del ave charakat (martín pescador)		bird species	Animals	AUDITORY			Pellizaro2005
1773	Shuar	None	char	char	tʃ a ɾ		shua1257	386	y		voz del mono chuu		monkey species	Animals	AUDITORY			Pellizaro2005
1774	Shuar	None	chaset	chaset	tʃ a s ɨ t		shua1257	387	y		voz del ave chaasem		bird species	Animals	AUDITORY			Pellizaro2005
1775	Shuar	None	cháchar	cháchar	tʃ á tʃ a ɾ		shua1257	387			voz de buen agüero del ave ikiánchim		bird species good omen call	Animals	AUDITORY			Pellizaro2005
1776	Shuar	None	chau	chau	tʃ a u		shua1257	387	y		voz del mono washi asustado		monkey species	Animals	AUDITORY			Pellizaro2005
1777	Shuar	None	chiankái	chiankái	tʃ i a ŋ á i		shua1257	387	y		voz del mirlo yúkupu		bird species	Animals	AUDITORY			Pellizaro2005
1778	Shuar	None	chiánkram	chiánkram	tʃ i á ŋ ɾ a m		shua1257	387	y		voz del ave chiankái		bird species	Animals	AUDITORY			Pellizaro2005
1779	Shuar	None	chía	chía	tʃ í a		shua1257	388	y		llanto, quejido, chillido		crying, moaning, shrieking	Emotion and values	AUDITORY			Pellizaro2005
1780	Shuar	None	chiat	chiat	tʃ i a t		shua1257	388			acción de abrir la boca		opening the mouth	The body	AUDITORY			Pellizaro2005
1781	Shuar	None	chii	chii	tʃ i i		shua1257	388			silbido (del oído, de la leña verde en el fuego, de algo caliente al contacto con algo frío); voz del grillo tíinchup’		whistling sound	Sense perception	AUDITORY			Pellizaro2005
1782	Shuar	None	chíkiua	chíkiua	tʃ í k i u a		shua1257	389			voz de mal agüero del ave ikiánchim		bird species bad omen call	Animals	AUDITORY			Pellizaro2005
1783	Shuar	None	chikiuáaa	chikiuáaa	tʃ i k i u á a a		shua1257	389			voz del zorro míkiua (voz de mal agüero)		fox bad omen call	Animals	AUDITORY			Pellizaro2005
1784	Shuar	None	chikiut	chikiut	tʃ i k i u t		shua1257	389			crac (ruido al destacarse, o al desgajarse, una rama, o un miembro del cuerpo)		cracking noise	Sense perception	AUDITORY			Pellizaro2005
1785	Shuar	None	chik	chik	tʃ i k		shua1257	389	y		crac (ruido al destacarse, o al desgajarse, una rama, o un miembro del cuerpo)		cracking noise	Sense perception	AUDITORY			Pellizaro2005
1786	Shuar	None	chíkia	chíkia	tʃ í k i a		shua1257	389	y		crac (ruido al destacarse, o al desgajarse, una rama, o un miembro del cuerpo)		cracking noise	Sense perception	AUDITORY			Pellizaro2005
1787	Shuar	None	chíkiur	chíkiur	tʃ í k i u ɾ		shua1257	389	y		crac (ruido al destacarse, o al desgajarse, una rama, o un miembro del cuerpo)		cracking noise	Sense perception	AUDITORY			Pellizaro2005
1788	Shuar	None	chikiúruta	chikiúruta	tʃ i k i ú ɾ u t a		shua1257	389			crac (ruido al destacarse, o al desgajarse, una rama, o un miembro del cuerpo)		cracking noise	Sense perception	AUDITORY			Pellizaro2005
1789	Shuar	None	chinkíkria	chinkíkria	tʃ i ŋ í k ɾ i a		shua1257	396	y		bulla (lloro)		crying	Emotion and values	AUDITORY			Pellizaro2005
1790	Shuar	None	chinkikriátum	chinkikriátum	tʃ i ŋ i k ɾ i á t u m		shua1257	396			bulla (lloro)		crying	Emotion and values	AUDITORY			Pellizaro2005
1791	Shuar	None	chiriá	chiriá	tʃ i ɾ i á		shua1257	396	y		llanto del bebé		baby crying	Emotion and values	AUDITORY			Pellizaro2005
1792	Shuar	None	chirimp	chirimp	tʃ i ɾ i m p		shua1257	397	y		voz del perico chiimp		parrot species	Animals	AUDITORY			Pellizaro2005
1793	Shuar	None	chírirr	chírirr	tʃ í ɾ i ɾ ɾ		shua1257	397			voz del sapito chirímius		frog species	Animals	AUDITORY			Pellizaro2005
1794	Shuar	None	chish	chish	tʃ i ʃ		shua1257	397	y		voz del avecilla kapantin-chinki		bird species	Animals	AUDITORY			Pellizaro2005
1795	Shuar	None	chuap	chuap	tʃ u a p		shua1257	399	y		voz del ave chuwi (bugla)		bird species	Animals	AUDITORY			Pellizaro2005
1796	Shuar	None	chaj	chaj	tʃ a h		shua1257	399	y		voz del ave chuwi (bugla)		bird species	Animals	AUDITORY			Pellizaro2005
1797	Shuar	None	chujá	chujá	tʃ u h á		shua1257	399			estornudo (de los animales)		animal sneezing	Animals	AUDITORY			Pellizaro2005
1798	Shuar	None	chujátum	chujátum	tʃ u h á t u m		shua1257	399			estornudo (de los animales)		animal sneezing	Animals	AUDITORY			Pellizaro2005
1799	Shuar	None	chujákasa	chujákasa	tʃ u h á k a s a		shua1257	399			estornudo (de los animales)		animal sneezing	Animals	AUDITORY			Pellizaro2005
1800	Shuar	None	chujái	chujái	tʃ u h á i		shua1257	399	y		voz del ave chuíkit		bird species	Animals	AUDITORY			Pellizaro2005
1801	Shuar	None	chukan	chukan	tʃ u k a n		shua1257	399	y		ruido de sacar los pies del barro		taking feet out of the mud	The body	AUDITORY			Pellizaro2005
1802	Shuar	None	tsaak	tsaak	ts a a k		shua1257	404			ruido de meter, clavar, martillar, derrumbar		insert with a strike	Basic actions and technology	AUDITORY			Pellizaro2005
1803	Shuar	None	tsáakut	tsáakut	ts á a k u t		shua1257	404			ruido de meter, clavar, martillar, derrumbar		insert with a strike	Basic actions and technology	AUDITORY			Pellizaro2005
1804	Shuar	None	tsak	tsak	ts a k		shua1257	405			tac, pinchazo		puncture	Basic actions and technology	AUDITORY			Pellizaro2005
1805	Shuar	None	tsaket	tsaket	ts a k ɨ t		shua1257	405			tac, pinchazo		puncture	Basic actions and technology	AUDITORY			Pellizaro2005
1806	Shuar	None	tsákut	tsákut	ts á k u t		shua1257	405			tac, pinchazo		puncture	Basic actions and technology	AUDITORY			Pellizaro2005
1807	Shuar	None	tsakᵉ	tsakᵉ	ts a k ɨ̥		shua1257	406	y		voz del ave tsanke		bird species	Animals	AUDITORY			Pellizaro2005
1808	Shuar	None	tsan	tsan	ts a n		shua1257	406	y		voz del ave tsanke		bird species	Animals	AUDITORY			Pellizaro2005
1809	Shuar	None	tsantsán	tsantsán	ts a n̪ s á n		shua1257	409	y		sacudida (del temblor, del viento…)		shaking	Motion	VISUAL			Pellizaro2005
1810	Shuar	None	tsaráa	tsaráa	ts a ɾ á a		shua1257	409	y		voz agresiva del faisán (aunts), del perro y del tigre		pheasant	Animals	AUDITORY			Pellizaro2005
1811	Shuar	None	tsarit	tsarit	ts a ɾ i t		shua1257	410			ruido de los pedos; ruido de carcomer		fart	The body	AUDITORY			Pellizaro2005
1812	Shuar	None	tsarírkasa	tsarírkasa	ts a ɾ í ɾ k a s a		shua1257	410			ruido de los pedos; ruido de carcomer		fart	The body	AUDITORY			Pellizaro2005
1813	Shuar	None	tsar	tsar	ts a ɾ		shua1257	410	y		crujido (de vainas que se abren)		crackling sound	Agriculture and vegetation	AUDITORY			Pellizaro2005
1814	Shuar	None	tsáchir	tsáchir	ts á tʃ i ɾ		shua1257	410	y		ruido de descascarar		peeling	Basic actions and technology	AUDITORY			Pellizaro2005
1815	Shuar	None	tsatsu	tsatsu	ts a ts u		shua1257	411			zas, roce, a tajos		cutting	Basic actions and technology	AUDITORY			Pellizaro2005
1816	Shuar	None	tsátsua	tsátsua	ts á ts u a		shua1257	411	y		zas, roce, a tajos		cutting	Basic actions and technology	AUDITORY			Pellizaro2005
1817	Shuar	None	tsátsur	tsátsur	ts á ts u ɾ		shua1257	411	y		zas, roce, a tajos		cutting	Basic actions and technology	AUDITORY			Pellizaro2005
1818	Shuar	None	tsatsurka	tsatsurka	ts a ts u ɾ k a		shua1257	411			zas, roce, a tajos		cutting	Basic actions and technology	AUDITORY			Pellizaro2005
1819	Shuar	None	tsatsutka	tsatsutka	ts a ts u t k a		shua1257	411			zas, roce, a tajos		cutting	Basic actions and technology	AUDITORY			Pellizaro2005
1820	Shuar	None	tsatsúrkasa	tsatsúrkasa	ts a ts ú ɾ k a s a		shua1257	411			zas, roce, a tajos		cutting	Basic actions and technology	AUDITORY			Pellizaro2005
1821	Shuar	None	tseátseá	tseátseá	ts ɨ á ts ɨ á		shua1257	412			Voz del monito tséem o tsenkush’, del ave tseátik y del lorito tseap; chillido del puerco.		bird species	Animals	AUDITORY			Pellizaro2005
1822	Shuar	None	see tsee	see tsee	s ɨ ɨ + ts ɨ ɨ		shua1257	412			gorjeos, trinos		chirp, trill	Animals	AUDITORY			Pellizaro2005
1823	Shuar	None	tsej	tsej	ts ɨ h		shua1257	412	y		voz del colibrí, del avecita juú-chínki y del avecilla makákit		bird species	Animals	AUDITORY			Pellizaro2005
1824	Shuar	None	tsentsa	tsentsa	ts ɨ n̪ s a		shua1257	414	y		relampagueo		lightning	The physical world	VISUAL, AUDITORY			Pellizaro2005
1825	Shuar	None	tsen	tsen	ts ɨ n		shua1257	414	y		ruido de cascabeles		bell	Basic actions and technology	AUDITORY			Pellizaro2005
1826	Shuar	None	tséntser	tséntser	ts ɨ́ n̪ s ɨ ɾ		shua1257	414			ruido de motores, de algo que rueda, zumbido, tañido		engine	Basic actions and technology	AUDITORY			Pellizaro2005
1827	Shuar	None	tsereap	tsereap	ts ɨ ɾ ɨ a p		shua1257	415	y		voz del ave kirus		bird species	Animals	AUDITORY			Pellizaro2005
1828	Shuar	None	tsereá	tsereá	ts ɨ ɾ ɨ á		shua1257	415	y		voz del murciélago jéencham y del perico chinimp’		bat species	Animals	AUDITORY			Pellizaro2005
1829	Shuar	None	tserén	tserén	ts ɨ ɾ ɨ́ n		shua1257	415	y		sonido de la guitarra		guitar	Basic actions and technology	AUDITORY			Pellizaro2005
1830	Shuar	None	tseret	tseret	ts ɨ ɾ ɨ t		shua1257	415	y		voz del ave tsérenma		bird species	Animals	AUDITORY			Pellizaro2005
1831	Shuar	None	tsetsekré	tsetsekré	ts ɨ ts ɨ k ɾ ɨ́		shua1257	416	y		voz del ave tatsémai		bird species	Animals	AUDITORY			Pellizaro2005
1832	Shuar	None	tsétser	tsétser	ts ɨ́ ts ɨ ɾ		shua1257	416			chillidos, zumbidos (de aves e insectos)		squealing, buzzing	Animals	AUDITORY			Pellizaro2005
1833	Shuar	None	tsetset	tsetset	ts ɨ ts ɨ t		shua1257	416	y		voz del lorito tseap		parrot species	Animals	AUDITORY			Pellizaro2005
1834	Shuar	None	tseut	tseut	ts ɨ u t		shua1257	416			ruido de rasgar (tela, papel)		tearing	Basic actions and technology	AUDITORY			Pellizaro2005
1835	Shuar	None	tsérur	tsérur	ts ɨ́ ɾ u ɾ		shua1257	416			ruido de rasgar (tela, papel)		tearing	Basic actions and technology	AUDITORY			Pellizaro2005
1836	Shuar	None	tserut	tserut	ts ɨ ɾ u t		shua1257	416			ruido de rasgar (tela, papel)		tearing	Basic actions and technology	AUDITORY			Pellizaro2005
1837	Shuar	None	tsuíi	tsuíi	ts u í i		shua1257	419	y		voz de los ratones		mouse	Animals	AUDITORY			Pellizaro2005
1838	Shuar	None	tsuj	tsuj	ts u h		shua1257	419	y		voz de la ardilla (kunampᵉ)		squirrel species	Animals	AUDITORY			Pellizaro2005
1839	Shuar	None	tsuka tsuka	tsuka tsuka	ts u k a + ts u k a		shua1257	420			ruido de oleaje (de la creciente)		waves	The physical world	AUDITORY			Pellizaro2005
1840	Shuar	None	tsukat	tsukat	ts u k a t		shua1257	420			ruido de oleaje (de la creciente)		waves	The physical world	AUDITORY			Pellizaro2005
1841	Shuar	None	tsúkua	tsúkua	ts ú k u a		shua1257	420			ruido (de caer en el agua)		falling into the water	Motion	AUDITORY			Pellizaro2005
1842	Shuar	None	tsukut	tsukut	ts u k u t		shua1257	420			ruido (de caer en el agua)		falling into the water	Motion	AUDITORY			Pellizaro2005
1843	Shuar	None	tsuu	tsuu	ts u u		shua1257	424	y		absorbencia		absorbency	Basic actions and technology	?			Pellizaro2005
1844	Shuar	None	táaj	táaj	t á a h		shua1257	425	y		voz del ave yamatam		bird species	Animals	AUDITORY			Pellizaro2005
1845	Shuar	None	táampshí	táampshí	t á a m p ʃ í		shua1257	425	y		voz para llamar al cuchucho		calling a dog	Animals	AUDITORY			Pellizaro2005
1846	Shuar	None	taán chia	taán chia	t a á n + tʃ i a		shua1257	425	y		voz del ave taanchiat		bird species	Animals	AUDITORY			Pellizaro2005
1847	Shuar	None	taa	taa	t a a		shua1257	426	y		voz del ave táwai		bird species	Animals	AUDITORY			Pellizaro2005
1848	Shuar	None	táitete	táitete	t á i t ɨ t ɨ		shua1257	426			cuchicheo, habladuría		gossiping	Speech and language	AUDITORY			Pellizaro2005
1849	Shuar	None	táitum	táitum	t á i t u m		shua1257	426			cuchicheo, habladuría		gossiping	Speech and language	AUDITORY			Pellizaro2005
1850	Shuar	None	taj	taj	t a h		shua1257	427	y		voz del ave panka		bird species	Animals	AUDITORY			Pellizaro2005
1851	Shuar	None	take	take	t a k ɨ		shua1257	428			de golpe, a golpes, ruido de impacto, de explosión		impact, explosion	Basic actions and technology	AUDITORY			Pellizaro2005
1852	Shuar	None	táker	táker	t á k ɨ ɾ		shua1257	428	y		de golpe, a golpes, ruido de impacto, de explosión		impact, explosion	Basic actions and technology	AUDITORY			Pellizaro2005
1853	Shuar	None	takérerer	takérerer	t a k ɨ́ ɾ ɨ ɾ ɨ ɾ		shua1257	428			de golpe, a golpes, ruido de impacto, de explosión		impact, explosion	Basic actions and technology	AUDITORY			Pellizaro2005
1854	Shuar	None	takérkasa	takérkasa	t a k ɨ́ ɾ k a s a		shua1257	428			de golpe, a golpes, ruido de impacto, de explosión		impact, explosion	Basic actions and technology	AUDITORY			Pellizaro2005
1855	Shuar	None	taket	taket	t a k ɨ t		shua1257	428			de golpe, a golpes, ruido de impacto, de explosión		impact, explosion	Basic actions and technology	AUDITORY			Pellizaro2005
1856	Shuar	None	tántaa	tántaa	t á n̪ a a		shua1257	431			ruido de incendio, de lluvia que se acerca, de correntada de agua, de amontonar, de remar		fire, water	The physical world	AUDITORY			Pellizaro2005
1857	Shuar	None	tantán	tantán	t a n̪ á n		shua1257	431	y		ruido de incendio, de lluvia que se acerca, de correntada de agua, de amontonar, de remar		fire, water	The physical world	AUDITORY			Pellizaro2005
1858	Shuar	None	tantánkasa	tantánkasa	t a n̪ á ŋ a s a		shua1257	431			ruido de incendio, de lluvia que se acerca, de correntada de agua, de amontonar, de remar		fire, water	The physical world	AUDITORY			Pellizaro2005
1859	Shuar	None	tápir	tápir	t á p i ɾ		shua1257	432	y		ruido suave (de brisa)		soft breeze	The physical world	AUDITORY			Pellizaro2005
1860	Shuar	None	túput	túput	t ú p u t		shua1257	432	y		ruido fuerte (de viento)		loud wind	The physical world	AUDITORY			Pellizaro2005
1861	Shuar	None	tásar	tásar	t á s a ɾ		shua1257	434	y		ruido estridente (de carretas, zapatos…)		loud noise	Basic actions and technology	AUDITORY			Pellizaro2005
1862	Shuar	None	tash	tash	t a ʃ		shua1257	434			ruido de disparar la ballesta		firing the crossbow	Warfare and hunting	AUDITORY			Pellizaro2005
1863	Shuar	None	tashírpatin	tashírpatin	t a ʃ í ɾ p a t i n		shua1257	434			crujir los dientes (los sajinos); crujir el pico (ave tapirum), chisporroteo, chasqueteo, crepitación, crujida		animal grinding teeth or beak	Animals	AUDITORY			Pellizaro2005
1864	Shuar	None	tash’	tash’	t a ʃ i̥		shua1257	434	y		crujir los dientes (los sajinos); crujir el pico (ave tapirum), chisporroteo, chasqueteo, crepitación, crujida		animal grinding teeth or beak	Animals	AUDITORY			Pellizaro2005
1865	Shuar	None	tsan	tsan	ts a n		shua1257	434	y		crujir los dientes (los sajinos); crujir el pico (ave tapirum), chisporroteo, chasqueteo, crepitación, crujida		animal grinding teeth or beak	Animals	AUDITORY			Pellizaro2005
1866	Shuar	None	tatákraa	tatákraa	t a t á k ɾ a a		shua1257	434	y		voz del pavo kuyu		bird species	Animals	AUDITORY			Pellizaro2005
1867	Shuar	None	tátar	tátar	t á t a ɾ		shua1257	434			ruido de entrechocarse (ramas, piedras, árboles)		clashing	Basic actions and technology	AUDITORY			Pellizaro2005
1868	Shuar	None	tátataa	tátataa	t á t a t a a		shua1257	434	y		voz de cuervo yákakua		bird species	Animals	AUDITORY			Pellizaro2005
1869	Shuar	None	tatá	tatá	t a t á		shua1257	434	y		ruido de alisar		smoothing	Basic actions and technology	AUDITORY			Pellizaro2005
1870	Shuar	None	téeka	téeka	t ɨ́ ɨ k a		shua1257	435	y		ruido de golpear con algo		to hit	Basic actions and technology	AUDITORY			Pellizaro2005
1871	Shuar	None	teenté	teenté	t ɨ ɨ n̪ ɨ́		shua1257	435	y		voz del ave takáikit		bird species	Animals	AUDITORY			Pellizaro2005
1872	Shuar	None	tek	tek	t ɨ k		shua1257	436	y		palpitación		palpitation	The body	AUDITORY			Pellizaro2005
1873	Shuar	None	ten	ten	t ɨ n		shua1257	437	y		sonido del tambor		drum	Basic actions and technology	AUDITORY			Pellizaro2005
1874	Shuar	None	tan	tan	t a n		shua1257	437	y		sonido del tambor		drum	Basic actions and technology	AUDITORY			Pellizaro2005
